place	year	type	number
KSDV	97	suit	2143
NTDV	95	suit	33
TPDV	93	suit	962
SLDV	89	suit	410
TCDV	89	suit	742
TCDV	100	suit	177
KSDV	101	suit	1020
CYDV	102	suit	142
SLDV	99	suit	786
SLDV	93	suit	452
TCDV	99	suit	2110
KLDV	91	suit	394
CYDV	93	suit	702
PCDV	93	suit	538
CYDV	102	suit	382
PCDV	100	suit	105
HLDV	88	suit	162
SCDV	91	suit	107
CHDV	91	suit	70
CHDV	89	suit	1238
TPDV	95	suit	11815
KSDV	95	suit	25
TNDV	97	suit	32
TYDV	95	suit	1795
ULDV	93	suit	582
KLDV	98	suit	161
TNDV	100	suit	476
KSDV	91	suit	3101
KSDV	102	suit	1388
PCDV	100	suit	755
PCDV	101	suit	2610
TNDV	96	suit	1184
PCDV	93	suit	170
TCDV	102	suit	2525
HLDV	96	suit	1
KSDV	99	suit	1286
KSDV	104	suit	513
NTDV	100	suit	167
PCDV	98	suit	360
TYDV	100	suit	1950
TNDV	90	suit	961
TCDV	90	suit	55
TCDV	90	suit	697
ULDV	92	suit	270
TNDV	99	suit	162
CHDV	101	suit	91
TYDV	89	suit	286
TYDV	91	suit	600
SLDV	92	suit	536
TYDV	97	suit	1468
PCDV	89	suit	822
TPDV	93	insurance	51
NTDV	90	suit	610
CHDV	101	summary	278
CYDV	88	suit	1026
PCDV	99	suit	1048
KSDV	98	suit	1973
TCDV	102	suit	2463
SLDV	90	suit	781
PCDV	97	summary	1372
CYDV	102	summary	121
PCDV	98	summary	1619
TNDV	94	suit	989
CYDV	90	suit	535
TNDV	90	suit	1163
TYDV	92	suit	1318
TNDV	97	suit	47
PCDV	97	suit	954
ULDV	90	suit	538
PCDV	101	suit	2349
NTDV	90	suit	310
ILDV	94	suit	160
TCDV	93	suit	2730
TYDV	92	suit	1044
SLDV	99	suit	183
TPDV	88	suit	2789
KLDV	89	suit	108
ULDV	90	suit	150
TCDV	99	suit	2649
CHDV	91	suit	629
TYDV	88	suit	1045
HLDV	98	suit	408
HLDV	99	suit	98
PCDV	103	suit	231
PCDV	88	suit	1428
TNDV	92	suit	1600
NTDV	103	summary	102
TYDV	92	suit	1860
ULDV	94	suit	544
TYDV	102	insurance	10
CYDV	91	suit	160
PTDV	90	suit	583
KLDV	90	insurance	8
PCDV	99	suit	1058
TCDV	99	suit	2604
TCDV	92	suit	2515
PCDV	103	suit	758
TYDV	96	suit	68
TYDV	98	suit	1400
HLDV	91	suit	97
PCDV	100	suit	2070
TNDV	96	suit	1510
ULDV	89	suit	331
TNDV	95	suit	1286
KSDV	93	suit	571
PCDV	101	suit	481
KSDV	104	summary	64
KSDV	101	suit	65
KSDV	97	summary	6020
TCDV	103	suit	360
TCDV	99	suit	731
PCDV	96	summary	2413
PCDV	102	suit	2133
TNDV	100	suit	90
KSDV	102	suit	155
TPDV	96	suit	698
PTDV	90	summary	388
CYDV	89	suit	417
PTDV	96	suit	217
TYDV	91	suit	467
TNDV	99	suit	133
TCDV	102	suit	975
CHDV	103	suit	1258
KSDV	90	suit	1373
TCDV	97	suit	2630
TCDV	103	summary	863
TPDV	92	suit	3760
TYDV	103	summary	18
TCDV	99	suit	605
TPDV	102	suit	1322
SCDV	98	suit	145
KSDV	94	suit	2048
KLDV	102	summary	357
ILDV	101	suit	154
CHDV	100	suit	733
TPDV	104	suit	904
SLDV	103	summary	590
KSDV	100	suit	1735
KSDV	103	suit	1153
TNDV	104	suit	302
TYDV	93	summary	234
KSDV	94	insurance	6
PCDV	102	suit	1742
TCDV	103	suit	2147
SCDV	90	suit	924
PCDV	90	suit	1791
CYDV	103	suit	178
TPDV	93	suit	712
PCDV	102	suit	579
PCDV	103	suit	1480
SCDV	100	suit	78
PTDV	101	suit	195
KSDV	97	suit	2085
TNDV	95	summary	374
TCDV	100	suit	728
PCDV	101	summary	686
TNDV	100	suit	1369
KSDV	99	suit	1393
PTDV	101	suit	603
PCDV	98	summary	1377
KSDV	99	suit	118
SLDV	94	suit	61
CYDV	93	suit	411
CYDV	101	suit	716
TYDV	94	suit	755
TCDV	100	suit	1127
PCDV	98	suit	279
TYDV	102	suit	387
KSDV	102	suit	1472
TNDV	92	suit	845
TCDV	91	suit	3927
PCDV	100	suit	4
PCDV	89	suit	288
ULDV	90	suit	457
CHDV	94	insurance	19
PCDV	96	suit	2690
PCDV	97	suit	2688
PCDV	101	suit	84
PCDV	100	suit	2382
TNDV	96	suit	1020
MLDV	95	suit	35
TCDV	98	insurance	88
CYDV	101	suit	602
SCDV	91	suit	583
NTDV	100	suit	340
PCDV	89	suit	2141
PCDV	92	suit	1115
MLDV	97	suit	454
TYDV	99	suit	1606
NTDV	103	suit	4
TCDV	97	suit	3034
KSDV	100	suit	1541
ILDV	101	summary	131
KSDV	98	suit	1894
KSDV	99	suit	114
KLDV	95	summary	155
KLDV	96	summary	19
TCDV	97	summary	2066
TCDV	99	summary	3014
TNDV	100	suit	710
TTDV	95	suit	90
TYDV	99	suit	908
KSDV	88	suit	2727
KSDV	94	suit	1832
TYDV	103	suit	1895
KSDV	101	suit	260
TNDV	91	suit	1109
CHDV	100	suit	258
TCDV	101	suit	3345
ULDV	100	suit	367
KLDV	90	insurance	4
ULDV	98	suit	47
KSDV	90	suit	1255
PCDV	93	suit	1341
KSDV	101	suit	690
CYDV	95	suit	73
SLDV	89	suit	611
KSDV	101	suit	1547
KSDV	98	suit	785
ULDV	96	suit	147
TYDV	90	suit	1740
SCDV	102	suit	602
TNDV	103	suit	184
PTDV	96	suit	9
ULDV	97	suit	492
TCDV	99	suit	1210
PCDV	99	suit	2092
TNDV	99	suit	1451
PCDV	95	suit	1212
TYDV	91	suit	1751
TYDV	96	suit	348
KSDV	98	suit	360
TNDV	99	suit	385
CYDV	98	suit	378
KSDV	96	suit	791
TCDV	97	suit	1418
KSDV	94	suit	1916
TYDV	98	suit	156
TPDV	101	suit	3048
TCDV	91	suit	285
ILDV	95	suit	209
KLDV	89	suit	257
SLDV	97	suit	1586
ULDV	93	suit	182
TYDV	101	suit	2295
PTDV	92	suit	696
TYDV	103	suit	1612
TNDV	94	suit	295
HLDV	98	suit	104
PCDV	94	suit	335
SCDV	96	suit	356
CYDV	104	suit	138
KSDV	103	suit	1338
NTDV	95	suit	243
TYDV	94	suit	1476
HLDV	97	suit	129
KSDV	102	suit	1290
PCDV	96	suit	1879
TPDV	99	suit	2115
KSDV	95	suit	259
KSDV	90	suit	1160
KSDV	99	suit	999
KSDV	101	suit	194
KSDV	88	suit	3050
TNDV	95	suit	1417
PCDV	101	suit	946
KSDV	103	suit	244
KSDV	94	suit	2301
TPDV	103	insurance	94
TYDV	98	suit	2191
KSDV	98	suit	1444
TNDV	99	suit	129
TPDV	101	insurance	51
KSDV	90	suit	1512
KSDV	98	suit	1206
MLDV	97	suit	52
KSDV	98	suit	597
KSDV	93	insurance	63
NTDV	94	suit	449
TYDV	94	suit	1359
ULDV	101	suit	148
KSDV	101	suit	935
TYDV	98	suit	1479
TCDV	101	suit	514
ULDV	100	suit	501
TPDV	95	suit	3162
KSDV	93	insurance	2
TPDV	94	suit	5904
TYDV	103	suit	1834
PCDV	97	suit	2708
CYDV	100	suit	29
KSDV	95	suit	279
SCDV	98	suit	526
PCDV	100	suit	22
KSDV	100	suit	1036
KSDV	90	suit	106
TPDV	95	suit	639
PTDV	88	suit	222
CYDV	101	suit	182
TCDV	93	suit	321
TYDV	97	suit	2118
TCDV	95	suit	2921
HLDV	101	suit	364
KSDV	92	insurance	114
KSDV	90	suit	2160
SCDV	91	suit	282
PTDV	96	suit	102
PTDV	98	suit	391
TCDV	100	suit	202
PCDV	98	suit	95
TCDV	98	suit	471
SLDV	92	insurance	24
SLDV	95	insurance	6
HLDV	92	suit	107
PTDV	92	suit	167
PTDV	92	suit	187
KSDV	96	suit	1469
CHDV	92	insurance	13
TCDV	90	suit	3468
TCDV	91	suit	2012
TPDV	90	suit	3543
TYDV	93	insurance	37
SCDV	96	suit	180
KSDV	90	suit	1610
KSDV	100	suit	972
TPDV	98	insurance	6
SLDV	97	suit	158
KSDV	98	suit	1180
KSDV	98	suit	2086
PCDV	98	suit	1933
CYDV	102	suit	4
TNDV	99	suit	71
MLDV	97	suit	248
KLDV	100	suit	233
TPDV	99	suit	2554
ULDV	95	suit	435
TNDV	95	suit	1619
SLDV	98	suit	467
KSDV	101	suit	1774
ULDV	100	suit	55
KSDV	102	suit	2093
TCDV	100	suit	3306
TPDV	101	insurance	71
CYDV	101	suit	670
KSDV	100	suit	134
CYDV	101	suit	545
NTDV	94	suit	61
PCDV	99	suit	292
CHDV	103	suit	24
KSDV	102	suit	390
KLDV	102	suit	174
TPDV	95	suit	1531
CHDV	102	suit	124
TPDV	92	suit	3907
PCDV	101	suit	461
TPDV	90	suit	341
TYDV	102	suit	30
TCDV	99	suit	411
TCDV	99	suit	2262
TCDV	96	suit	3363
TYDV	89	suit	271
KSDV	99	suit	1834
KSDV	90	suit	477
NTDV	89	suit	140
TNDV	94	suit	82
KSDV	92	suit	494
PCDV	97	suit	449
SCDV	103	suit	160
KSDV	101	suit	104
PCDV	101	suit	599
SCDV	98	suit	45
KSDV	90	suit	235
KSDV	99	insurance	11
SLDV	103	suit	1067
SLDV	92	insurance	6
SLDV	99	suit	1221
PCDV	98	suit	337
PCDV	98	suit	1695
PCDV	103	suit	389
KLDV	93	suit	314
TCDV	94	suit	353
TNDV	92	suit	1952
PCDV	102	suit	1731
TNDV	103	suit	757
KSDV	103	suit	872
PCDV	97	suit	2197
KSDV	95	suit	765
KLDV	98	summary	259
PCDV	95	suit	2547
PCDV	102	suit	2083
KSDV	103	suit	1740
PCDV	97	suit	2902
PCDV	103	summary	33
TCDV	92	suit	328
KSDV	103	suit	48
KSDV	100	suit	1022
KSDV	103	suit	1356
TPDV	97	suit	3358
TNDV	93	suit	54
CHDV	92	suit	123
KSDV	103	suit	2424
PCDV	101	suit	179
KSDV	103	suit	593
TNDV	103	suit	1431
PCDV	96	suit	2654
KLDV	102	suit	286
ULDV	100	suit	2
TNDV	98	suit	243
KSDV	98	suit	1850
KSDV	101	suit	2062
TYDV	103	suit	2177
TCDV	101	suit	1016
PCDV	100	insurance	36
TYDV	102	suit	5
KSDV	92	suit	243
TCDV	97	suit	355
KLDV	89	suit	367
PCDV	98	suit	2124
TPDV	102	suit	122
SLDV	100	suit	378
KSDV	98	suit	213
MLDV	101	suit	36
TCDV	103	suit	2449
KSDV	104	suit	402
PTDV	90	suit	298
TYDV	102	suit	646
PCDV	89	insurance	5
TCDV	101	suit	308
KSDV	99	suit	333
TCDV	90	suit	3222
KSDV	100	suit	547
SLDV	100	summary	240
PCDV	98	suit	1701
TYDV	92	suit	231
SLDV	91	suit	231
PCDV	90	suit	211
TNDV	96	summary	647
TPDV	97	suit	3057
TYDV	99	suit	674
SLDV	103	summary	940
TPDV	100	suit	3392
PCDV	89	suit	1865
TPDV	99	suit	2971
TPDV	95	suit	10571
TPDV	97	suit	141
PCDV	91	suit	151
PCDV	97	suit	1917
KSDV	90	insurance	57
TPDV	100	suit	3506
PCDV	91	suit	2499
SLDV	102	suit	559
PCDV	100	suit	1687
SLDV	98	suit	322
KSDV	88	suit	1052
TYDV	92	suit	882
TPDV	96	suit	1690
TPDV	94	suit	2874
KSDV	99	suit	283
KSDV	95	suit	2178
PCDV	103	suit	3289
KSDV	94	suit	2393
TPDV	101	suit	545
TPDV	101	suit	1753
PCDV	92	suit	331
PCDV	100	insurance	41
ULDV	88	suit	674
PCDV	93	suit	1841
TYDV	93	suit	883
KLDV	93	suit	274
SLDV	90	suit	768
TCDV	91	suit	339
SLDV	90	suit	454
PCDV	103	suit	1167
KSDV	94	suit	490
TCDV	93	suit	1393
TYDV	89	suit	1159
TNDV	102	suit	72
SLDV	102	suit	1164
TYDV	102	suit	950
KSDV	91	insurance	24
KLDV	96	suit	460
KMDV	87	suit	10
PCDV	92	suit	1602
TPDV	98	suit	1288
SLDV	99	suit	1286
SLDV	103	suit	418
PCDV	98	suit	216
TNDV	91	suit	1658
SLDV	89	suit	1213
PCDV	101	suit	14
PCDV	102	insurance	29
PCDV	96	suit	522
PCDV	99	suit	856
PCDV	91	suit	273
KLDV	98	suit	49
PCDV	92	suit	211
KLDV	91	suit	113
KSDV	90	suit	260
KLDV	89	suit	21
TYDV	100	suit	221
TYDV	91	suit	329
TPDV	89	suit	2094
TYDV	99	suit	8
TPDV	101	suit	5038
TPDV	95	insurance	89
SLDV	96	insurance	5
PCDV	95	suit	1633
PCDV	103	suit	1399
PCDV	102	suit	828
PCDV	100	suit	2125
TPDV	99	suit	5036
SLDV	94	suit	395
CHDV	100	suit	229
KSDV	103	suit	220
TPDV	99	suit	14
TCDV	98	suit	68
PCDV	93	suit	562
TPDV	95	suit	642
TYDV	99	suit	1326
HLDV	93	suit	215
TPDV	103	suit	317
TPDV	95	suit	2177
KSDV	89	suit	189
TPDV	98	suit	522
SLDV	102	suit	689
KSDV	99	summary	2829
SCDV	93	suit	457
SLDV	90	suit	86
TCDV	94	suit	2349
TYDV	92	suit	1068
SCDV	95	suit	608
TCDV	101	summary	1336
TYDV	97	suit	769
TYDV	95	summary	2109
KSDV	89	insurance	57
KSDV	90	suit	404
PCDV	90	suit	2241
KSDV	99	suit	1355
TPDV	92	suit	5602
KSDV	102	suit	1330
MLDV	104	suit	47
TCDV	88	suit	3440
KSDV	92	suit	1283
TNDV	102	suit	1098
KSDV	100	suit	2158
CYDV	103	suit	520
TYDV	94	suit	298
TYDV	94	insurance	6
KSDV	96	summary	2459
NTDV	102	suit	52
TPDV	89	suit	5074
TYDV	92	suit	295
SCDV	98	summary	214
TYDV	98	suit	1911
PTDV	95	suit	572
SLDV	98	suit	1298
TPDV	95	suit	1717
TYDV	94	summary	418
TYDV	95	summary	1292
TPDV	89	suit	3420
TCDV	95	suit	1070
PTDV	95	summary	320
TCDV	103	suit	1190
TNDV	100	suit	1159
TPDV	96	suit	660
KSDV	93	suit	2097
PTDV	88	suit	621
TYDV	103	suit	125
TNDV	99	suit	1651
TYDV	99	suit	1788
TCDV	88	suit	3107
TPDV	91	suit	6402
KMDV	95	suit	39
NTDV	97	suit	76
PCDV	100	suit	399
KSDV	101	suit	1911
CHDV	88	suit	1030
TNDV	97	suit	1038
TYDV	92	suit	1043
ULDV	91	suit	148
TCDV	92	suit	2495
HLDV	93	suit	92
TNDV	88	suit	27
KSDV	101	suit	1108
KSDV	98	suit	97
TCDV	102	summary	862
KSDV	103	suit	1735
TYDV	101	suit	445
TCDV	92	summary	1646
KSDV	92	suit	2887
TYDV	99	suit	190
SCDV	98	suit	222
TCDV	92	suit	1554
KSDV	103	suit	1255
KSDV	97	suit	1457
CHDV	98	suit	129
KSDV	103	suit	1726
PCDV	89	suit	160
TPDV	89	suit	1796
TPDV	103	suit	942
NTDV	89	suit	312
TYDV	95	summary	535
SLDV	102	suit	169
CYDV	93	suit	298
CHDV	97	suit	6
TPDV	101	suit	725
PCDV	101	suit	1295
TNDV	92	suit	1291
ILDV	102	suit	334
ILDV	98	suit	11
TPDV	102	suit	3380
TCDV	100	suit	56
CHDV	101	suit	728
TPDV	93	suit	4164
TPDV	93	suit	735
TNDV	89	suit	990
TPDV	102	summary	12612
TPDV	101	suit	1142
ULDV	89	suit	532
TPDV	94	suit	2923
KSDV	101	suit	123
CHDV	91	suit	218
PCDV	102	suit	613
PCDV	98	suit	2805
PTDV	96	suit	53
KSDV	99	suit	1097
PCDV	101	suit	1982
TYDV	98	suit	1889
NTDV	95	suit	300
ULDV	100	suit	89
PCDV	91	suit	2224
ILDV	102	suit	200
PTDV	97	suit	413
NTDV	92	suit	554
TPDV	99	suit	3675
TCDV	96	suit	1603
KSDV	93	suit	1966
KSDV	103	summary	101
TYDV	99	insurance	3
SLDV	100	suit	519
SLDV	101	summary	342
ILDV	100	suit	42
TPDV	103	suit	2367
PCDV	101	summary	1412
PTDV	94	suit	419
KSDV	94	suit	261
TCDV	100	suit	504
ULDV	93	suit	9
TPDV	99	suit	1742
PCDV	98	suit	1380
TPDV	93	suit	940
PCDV	92	suit	684
CYDV	97	suit	698
PTDV	89	suit	1169
CYDV	95	summary	385
CYDV	94	suit	371
KSDV	101	suit	56
TCDV	93	summary	1779
PTDV	103	suit	21
PCDV	101	suit	841
TCDV	92	suit	251
NTDV	92	suit	243
TCDV	98	suit	136
CHDV	102	summary	85
TCDV	90	summary	1837
CYDV	90	suit	1037
PCDV	93	suit	1917
TPDV	90	suit	756
ULDV	101	suit	10
SLDV	91	suit	1430
CYDV	95	suit	450
ULDV	94	suit	577
KSDV	102	suit	192
TPDV	97	suit	6523
SCDV	95	summary	534
KSDV	100	suit	290
PCDV	94	suit	1367
TYDV	95	suit	1172
TCDV	93	suit	237
TTDV	94	suit	36
TTDV	90	suit	87
ULDV	101	suit	426
PTDV	92	suit	559
CYDV	101	suit	439
TPDV	101	suit	1958
KSDV	102	suit	1236
KSDV	93	suit	1516
TYDV	95	suit	513
HLDV	101	suit	62
TYDV	91	suit	320
PCDV	98	suit	1891
PTDV	96	suit	629
CYDV	93	suit	558
KSDV	92	suit	575
TYDV	96	suit	88
TNDV	99	suit	1681
TYDV	103	suit	1360
CHDV	94	insurance	17
CHDV	90	summary	137
CYDV	93	suit	739
TCDV	100	suit	998
ILDV	103	suit	80
TPDV	100	suit	325
TNDV	96	suit	1117
SLDV	99	suit	884
KSDV	102	suit	614
CYDV	96	summary	898
SCDV	93	summary	349
TPDV	98	suit	932
KSDV	98	suit	2050
KSDV	92	suit	2157
TPDV	95	suit	7898
TNDV	91	suit	820
KSDV	94	suit	442
TYDV	95	suit	136
KSDV	97	suit	943
PCDV	93	suit	323
CHDV	102	suit	129
ULDV	100	suit	87
TNDV	98	suit	80
PCDV	101	suit	889
PCDV	101	suit	2511
TPDV	92	suit	1090
TPDV	99	suit	4698
ILDV	102	summary	117
TPDV	102	summary	15742
PTDV	96	suit	68
SLDV	93	suit	366
SLDV	91	suit	1546
TCDV	96	suit	1383
TPDV	102	suit	3774
PCDV	102	summary	750
ILDV	103	summary	150
TCDV	101	suit	472
NTDV	97	suit	50
PCDV	103	suit	636
CYDV	97	suit	13
KSDV	93	suit	1012
TNDV	102	suit	1781
TYDV	96	suit	1996
KSDV	103	suit	1853
TNDV	95	suit	1188
KSDV	102	suit	448
TYDV	102	suit	855
TPDV	93	suit	2201
CHDV	88	suit	405
CYDV	101	suit	633
CYDV	98	suit	566
TPDV	90	suit	637
ILDV	96	suit	139
HLDV	101	suit	18
TNDV	101	suit	1029
HLDV	94	suit	153
KSDV	93	suit	735
SLDV	95	suit	740
TCDV	89	suit	1711
CYDV	98	suit	704
TYDV	96	suit	1396
CYDV	103	summary	194
TNDV	97	suit	1688
CHDV	89	summary	669
NTDV	98	suit	195
KSDV	99	suit	1408
TPDV	94	suit	1033
ULDV	91	suit	790
TCDV	102	suit	617
PCDV	100	suit	2641
PCDV	101	suit	779
TPDV	101	suit	431
HLDV	102	summary	350
SCDV	91	suit	533
PCDV	97	suit	1344
NTDV	101	suit	303
SCDV	98	summary	107
TPDV	98	insurance	29
TPDV	88	suit	5277
TNDV	92	suit	1539
PCDV	99	suit	1887
TCDV	100	suit	1505
TCDV	99	suit	331
CHDV	95	suit	82
TYDV	98	suit	5
TNDV	102	suit	151
TPDV	101	suit	3724
CYDV	100	suit	68
ULDV	97	suit	293
TCDV	101	summary	1840
KSDV	101	suit	1885
HLDV	100	summary	5
ULDV	89	suit	163
CYDV	91	suit	629
KSDV	103	suit	2026
KSDV	94	suit	2264
PTDV	92	suit	694
SLDV	102	suit	1033
HLDV	95	suit	301
SCDV	101	suit	606
TNDV	101	suit	219
KSDV	104	summary	72
TCDV	91	summary	3714
CHDV	88	suit	966
KSDV	98	suit	1058
TNDV	94	summary	93
PCDV	102	suit	772
TYDV	96	suit	2020
TYDV	103	suit	130
SCDV	102	suit	91
SLDV	93	suit	1088
TYDV	91	suit	1955
TCDV	103	suit	1970
PCDV	102	suit	520
TTDV	89	suit	9
KSDV	102	suit	2267
SLDV	101	suit	905
CHDV	103	summary	69
TNDV	102	summary	288
TCDV	88	suit	3283
TPDV	95	summary	8044
TNDV	100	suit	68
TPDV	92	suit	3637
TYDV	102	suit	63
SLDV	94	suit	401
TNDV	98	suit	174
TPDV	93	suit	2136
TCDV	92	suit	1545
TPDV	94	summary	4451
TCDV	91	suit	1496
CYDV	102	summary	660
KSDV	92	summary	1411
NTDV	95	suit	32
SLDV	103	summary	601
SCDV	99	suit	141
SCDV	89	summary	25
KSDV	94	suit	2852
TYDV	101	suit	201
TCDV	88	suit	2977
SCDV	97	suit	297
TCDV	101	suit	170
TYDV	100	suit	1459
TPDV	96	suit	2854
TPDV	94	suit	2098
TYDV	100	suit	1535
TNDV	92	suit	1579
PCDV	92	suit	466
CHDV	89	summary	759
ULDV	92	suit	367
TCDV	89	suit	36
TCDV	89	suit	154
PCDV	98	suit	1426
SLDV	102	suit	142
TYDV	95	suit	761
SCDV	97	suit	627
MLDV	99	suit	159
PCDV	100	suit	516
TPDV	98	suit	786
SLDV	103	suit	220
KSDV	102	suit	474
TPDV	92	suit	2719
TPDV	99	suit	576
TYDV	99	summary	80
SCDV	89	suit	17
TCDV	95	summary	7581
NTDV	89	suit	221
CHDV	89	suit	871
PTDV	96	suit	387
PCDV	97	suit	663
PCDV	98	summary	1192
SCDV	94	suit	768
TYDV	92	suit	1702
TNDV	96	suit	1739
TYDV	96	summary	398
TYDV	101	suit	1110
TNDV	88	suit	2346
KSDV	101	suit	830
KSDV	100	suit	7
PCDV	95	suit	1892
KSDV	101	suit	1269
CHDV	101	suit	822
SCDV	98	suit	553
TYDV	102	suit	129
KSDV	101	suit	1259
PTDV	98	suit	295
KSDV	99	suit	309
TPDV	98	suit	301
PTDV	95	suit	42
NTDV	92	suit	9
KSDV	97	suit	462
PTDV	94	summary	321
KSDV	103	suit	620
CYDV	100	suit	433
KLDV	101	summary	854
PCDV	96	summary	3540
TYDV	99	suit	1894
CYDV	103	suit	713
PTDV	98	suit	13
PTDV	96	suit	328
PCDV	94	suit	2099
TCDV	92	summary	2623
SCDV	97	suit	584
TYDV	96	summary	983
TYDV	94	suit	1132
SLDV	93	summary	1239
KSDV	101	suit	1455
TYDV	93	suit	307
KSDV	93	suit	1977
KSDV	100	suit	173
KSDV	102	summary	274
KSDV	101	suit	228
SCDV	91	suit	865
TNDV	88	suit	1925
TCDV	95	suit	1144
TCDV	102	suit	3508
KSDV	103	suit	1540
CYDV	100	suit	313
TYDV	103	summary	26
TCDV	93	suit	1726
TCDV	103	summary	634
TCDV	94	suit	188
TCDV	94	suit	2742
CHDV	88	suit	355
TPDV	97	suit	5
TNDV	94	suit	397
PCDV	94	suit	41
CHDV	93	suit	221
SLDV	93	suit	1358
ULDV	91	suit	543
TYDV	95	suit	1485
KSDV	94	summary	812
KSDV	96	summary	748
TYDV	95	summary	1496
NTDV	101	summary	120
PCDV	98	suit	359
PTDV	94	suit	101
TNDV	98	suit	97
CYDV	103	suit	521
KSDV	102	suit	70
KSDV	97	suit	530
TNDV	98	suit	147
PTDV	92	suit	97
TNDV	89	suit	475
TCDV	96	suit	2029
KSDV	99	suit	770
TCDV	93	summary	2999
TCDV	93	summary	1778
TNDV	97	suit	1138
KSDV	100	suit	1752
TPDV	93	suit	2683
PCDV	96	suit	1633
PTDV	103	suit	66
TCDV	94	suit	1838
TPDV	94	summary	43565
PTDV	90	summary	127
ULDV	97	suit	60
SLDV	93	suit	1235
MLDV	89	suit	328
TCDV	94	suit	328
TPDV	103	suit	3099
KSDV	103	suit	16
SLDV	96	summary	1825
TNDV	103	suit	1
KSDV	102	summary	142
PTDV	99	summary	167
TCDV	101	suit	1423
PCDV	89	suit	690
KSDV	102	summary	12
PCDV	101	suit	1463
SLDV	91	suit	1395
TNDV	89	suit	1164
PCDV	103	suit	1581
TPDV	103	summary	3028
KSDV	93	suit	2468
KSDV	97	summary	146
TPDV	100	suit	1904
TCDV	103	suit	3002
TNDV	99	summary	326
TYDV	99	suit	94
NTDV	102	suit	151
SCDV	101	summary	16
CHDV	98	suit	231
NTDV	88	suit	539
KSDV	104	suit	251
KSDV	95	summary	692
KSDV	93	suit	1554
KSDV	100	suit	1323
PCDV	102	suit	2348
TCDV	98	summary	232
TCDV	104	suit	223
CHDV	89	suit	680
PCDV	102	suit	51
KSDV	101	suit	442
PTDV	101	summary	386
KSDV	101	suit	1468
SCDV	90	summary	209
ULDV	95	suit	516
KSDV	91	suit	2466
KSDV	103	suit	459
KSDV	96	suit	1643
KSDV	93	suit	449
KSDV	102	suit	1174
KSDV	95	suit	4215
ULDV	96	summary	194
TPDV	102	suit	3773
TCDV	101	summary	122
PCDV	101	suit	1761
KLDV	100	suit	29
KSDV	94	suit	1840
TPDV	87	suit	3913
TNDV	97	suit	745
TPDV	103	summary	390
PTDV	101	suit	496
TNDV	87	suit	1196
KSDV	94	suit	2922
TYDV	99	suit	1335
TYDV	95	suit	484
PCDV	92	suit	2141
TCDV	98	summary	3228
ILDV	93	suit	282
CYDV	102	suit	103
TCDV	102	suit	2095
PCDV	99	summary	700
ULDV	94	suit	527
KSDV	96	suit	212
SCDV	92	suit	505
SCDV	91	suit	133
CHDV	103	insurance	1
PTDV	94	summary	406
SCDV	91	summary	160
TPDV	95	summary	3
SLDV	102	suit	1050
KLDV	98	suit	433
KSDV	102	suit	950
PCDV	93	suit	1409
KSDV	97	suit	953
PTDV	96	suit	513
TNDV	89	suit	1081
TNDV	93	suit	13
TPDV	92	suit	5336
TYDV	90	summary	289
TPDV	93	suit	3923
TPDV	100	suit	366
TCDV	95	suit	100
CYDV	93	suit	483
PCDV	102	suit	167
ILDV	98	suit	353
SLDV	103	summary	1078
NTDV	93	suit	425
TCDV	102	suit	1189
KSDV	102	summary	2122
KSDV	100	suit	1620
TYDV	100	summary	685
KSDV	94	suit	2855
TYDV	103	suit	103
HLDV	91	suit	195
TYDV	103	suit	462
PCDV	99	suit	2394
TPDV	93	suit	1502
PTDV	100	suit	265
SLDV	93	suit	775
NTDV	92	suit	225
TCDV	89	suit	792
KSDV	101	suit	117
TPDV	95	suit	625
TYDV	96	summary	940
ILDV	92	suit	89
TPDV	95	suit	8773
KSDV	96	suit	1305
TYDV	98	summary	263
KSDV	103	suit	330
HLDV	92	suit	82
NTDV	102	summary	300
KLDV	89	suit	203
KSDV	88	suit	1710
KSDV	92	suit	2671
TCDV	92	summary	553
CHDV	91	suit	893
HLDV	91	suit	48
SLDV	102	suit	280
PCDV	98	suit	958
CYDV	97	suit	434
SLDV	96	summary	625
MLDV	91	suit	52
TNDV	97	summary	939
PCDV	97	summary	2522
KSDV	88	suit	2158
TPDV	94	suit	6955
CYDV	92	summary	44
TCDV	90	summary	157
KSDV	101	summary	738
TCDV	101	suit	438
TCDV	96	suit	222
CYDV	101	summary	180
TCDV	102	suit	1006
TPDV	99	suit	1664
KSDV	99	summary	1139
KSDV	98	suit	523
TNDV	102	suit	434
KLDV	94	summary	747
KSDV	89	summary	8
TPDV	93	suit	2955
PTDV	93	suit	190
KSDV	89	summary	2470
TCDV	92	suit	478
KLDV	91	suit	332
TNDV	94	summary	652
SLDV	100	summary	117
KSDV	100	summary	1716
NTDV	89	suit	757
TPDV	98	suit	693
TCDV	91	summary	2333
TPDV	99	summary	7160
KLDV	100	summary	731
TYDV	96	summary	1002
TPDV	95	summary	60871
TYDV	101	summary	379
TCDV	103	summary	577
CHDV	90	insurance	5
MLDV	101	suit	142
PTDV	92	summary	66
KSDV	90	summary	661
PCDV	88	suit	1923
CYDV	95	summary	276
TCDV	100	summary	241
KSDV	90	summary	844
PTDV	98	summary	477
PTDV	96	summary	361
NTDV	98	summary	89
TCDV	90	summary	1344
